ProductID,Name,Category,Description,Brand,Price,Size
130398871G41,giày boots nam cổ cao da bò sunpolo boot01 (đen),GT01,"Giày Boots Nam Cổ Cao SUNPOLO BOOT01 là sự pha trộn giữa phong cách cổ điển và hiện đại với chất liệu da thật bền bỉ, êm ái vượt trội, boots cao 3cm tôn dáng, được đúc từ cao su dẻo êm nhẹ, thiết kế ...",SUNPOLO,750000.0,41
139968527G39,giày sandal nữ quai dây mảnh đế bệt hà nam da bò thời trang cao cấp dnu2075,GSD01,"Giày Sandal Nữ Quai Dây Mảnh Đế Bệt HÀ NAM Da Bò Thời Trang Cao Cấp DNU2075Giày Dép Được Gia Công Tại Xưởng ShopHoàn Trả Tiền 100% Hoặc 1 Đổi 1 Nếu Shop Giao Không Đúng Hàng, Không Đúng Như Mô Tả...",HA NAM,138000.0,39
141490261G39,giày sandal nữ da bò thật biggben cao cấp sdn70,GSD02,"Chất Liệu :Da bò thật 100%Kích Thước :từ 35 đến 39Đế Cao : 2,5 cmSản phẩm được bảo hành 1 năm HƯỚNG DẪN BẢO QUẢNBảo quản nơi thoáng mátTránh tiếp xúc hóa chất mạnhGiày bị ướt phơi khô nơi ...",BIGGBEN,339000.0,39
149147409G41,giày sandal nữ hà nam da bò thật cao cấp 5cm dnu2093,GSD01,"Giày Sandal Nữ HÀ NAM Da Bò Thật Cao Cấp 5cm DNU2093Giày Dép Được Gia Công Tại Xưởng ShopHoàn Trả Tiền 100% Hoặc 1 Đổi 1 Nếu Shop Giao Không Đúng Hàng, Không Đúng Như Mô Tả+ THÔNG TIN SẢN PHẨM  ...",HA NAM,186000.0,41
149147702G39,giày sandal nữ hà nam da bò thật cao cấp 5cm dnu2092,GSD01,"Giày Sandal Nữ HÀ NAM Da Bò Thật Cao Cấp 5cm DNU2092Giày Dép Được Gia Công Tại Xưởng ShopHoàn Trả Tiền 100% Hoặc 1 Đổi 1 Nếu Shop Giao Không Đúng Hàng, Không Đúng Như Mô Tả + THÔNG TIN SẢN PHẨM...",HA NAM,186000.0,39
150788748G39,giày sandal nam the bily quai chéo - màu đen bl01d,GSD01,"Giày Sandal The Bily  sản xuất theo công nghệ cao và hàng đầu tại Việt Nam, được thiết kế dành cho các bạn yêu thích sự tối giản, trẻ trung và tiện lợi. Giày Sandal Nam The Bily 01 Quai Chéo với thi...",THE BILY,319000.0,39
1524363G41,bé chơi với bút màu - rô - bốt,GT01,            Bé Chơi Với Bút Màu - Rô - Bốt        - Dành cho bé từ 4 đến 8 tuổi. Bé có cơ hội sử dụng bút màu tùy ý để khuyến khích sự sáng tạo của chính mình....,,13800.0,41
153010212G39,giày sandal nữ dây giavy sk109,GSD02,"       GIÀY QUAI HẬU NỮ   Thương hiệu độc quyền : GIAVY.   Xuất xứ: Việt Nam.   Mã sản phẩm: SK109   Kiểu dáng: sandal 1 dây ngang thắt bím, đế bệt .   Chất liệu quai dù mềm êm chân, đườn...",GIAVY,195000.0,39
153010553G41,giày sandal dây nữ giavy sk377,GSD02,"  GIÀY QUAI HẬU NỮ   Thương hiệu độc quyền : GIAVY.   Xuất xứ: Việt Nam.   Mã sản phẩm: SK377   Kiểu dáng: sandal hậu dán, đế bệt .   Chất liệu quai dù mềm êm chân, đường may tỉ mỉ.   Đế ca...",GIAVY,195000.0,41
15333738G41,giày sandal kẹp nữ biggben da bò thật sdn31,GSD02,"Sandal Nữ với chất liệu da bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nữ luôn thoải mái, tự tin khi đi chơi, dạo phố, đi làm nơi công sở hay đi dự tiệc.Sandal Nữ được xử lý đặc biệ...",BIGGBEN,329000.0,41
153564031G41,giày sandal nữ đế bệt hà nam da bò thật cao cấp dnu2110,GSD01,"Giày Sandal Nữ Đế Bệt HÀ NAM Da Bò Thật Cao Cấp DNU2110Giày Dép Được Gia Công Tại Xưởng ShopHoàn Trả Tiền 100% Hoặc 1 Đổi 1 Nếu Shop Giao Không Đúng Hàng, Không Đúng Như Mô Tả+ THÔNG TIN SẢN PHẨ...",HA NAM,148000.0,41
154274984G40,giày boots nam cổ cao da bò cao cấp orsil 2 màu đen và nâu,GT01,"       ORSIL luôn mang đến cho khách hàng sự tự tin, tỏa sáng để thành công trong công việc, cuộc sống với phong cách thời trang riêng biệt, ấn tượng. Bên cạnh chú trọng sự êm ái, giá cả phải chăn...",ORSIL,399000.0,40
155550598G40,bốt điện thoại bên rìa thế giới - quel che affidiamo al vento,GT02,"BỐT ĐIỆN THOẠI BÊN RÌA THẾ GIỚI - Sách bán chạy toàn cầu, đã xuất bản tại 21 quốc giaLấy cảm hứng từ một bốt điện thoại có thật tại tỉnh Iwate, nằm phía đông bắc Nhật Bản, tác giả Laura Imai Messina...",,91200.0,40
155751830G39,"boots thời trang nữ cổ cao, da lì cao cấp rosata ro307 6.5p gót trụ - bkstore",GT02,"MÔ TẢ SẢN PHẨM: Boots thời trang nữ cổ cao, da lì cao cấp ROSATA RO307 6.5p gót trụ - đen, nâu - HÀNG VIỆT NAM - BKSTOREGiày được làm từ chất liệu da PU cao cấp, bền và dễ lau vết bẩnĐường may tỉ mỉ...",Rosata,650000.0,39
158868257G39,bốt điện thoại bên rìa thế giới - quel che affidiamo al vento,GT02,    Bốt Điện Thoại Bên Rìa Thế Giới - Quel Che Affidiamo Al Vento ...,,116000.0,39
161383198G39,giày  thể thao nam biti's dsm074500den (đen),,"Giày Bata Vải kiểu dáng đơn giản nhưng thời trang, mang lại sự thoải mái và tự tin cho bạn suốt ngày dài. Thiết kế cao cấp, bền chắc, mang lại nhẹ nhàng, êm ái cho bàn chân. Giày với thiết kế khỏe kho...",Biti's,365000.0,39
163928160G39,"túi đựng giày boots phong cách hàn quốc, có hai ngăn riêng biệt cho từng chiếc giày",GT01,"Hãy bảo quản những chiếc giày boots của bạn không bị trầy xước, ẩm móc với chiếc túi này.Sản phẩm này là sản phẩm thuộc thương hiệu ShofukaKích thước: Cổ cao: 24*29*47cm/Cổ thấp: 24*28*29cmTên sản ...",SHOFUKA,143000.0,39
165189410G41,giày boot da bò thật nam biggben cao cấp bt6,GT01,"Giày Boot Nam với chất liệu da bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nam luôn thoải mái, tự tin khi đi chơi, dạo phố, đi làm nơi công sở hay đi dự tiệc.Giày Boot nam được ...",BIGGBEN,1099000.0,41
167170706G39,"tất bốt cho bé 3-8 tuổi, tất kẻ dài",GT02,       Hàng đẹp nha mấy bé   Tất chân kẻ phong cách hàn quốc cho các bé từ 3 đến 9tuoi đều vừa   Bé 3 den 5 tuổi đi sẽ đến gối luôn ạ còn các bé lớn đi sẽ ngắn hơn ạ   Chất len mịn đẹp hàng chu...,OEM,69000.0,39
167382264G40,lego creator 31124 siêu rô bốt (159 chi tiết),GT01,Giới thiệuLEGO Creator 31124 Siêu Rô Bốt (159 chi tiết)Đồ chơi lego xếp hình trẻ em có nguồn gốc từ đan mạch là nhãn hiệu đồ chơi xếp hình được sản xuất từ nhựa cao cấp bởi tập đoàn The Lego Group...,LEGO,279000.0,40
167889817G41,giày thể thao trung cấp bitis nam,GTT01,"Mẫu giày được thiết kế mang phong cách khỏe khoắn, năng động sẽ mang đến cho bạn 1 phong cách thật cá tính. Chất liệu cao cấp thoáng khí cả mặt trong và mặt ngoài giúp bạn luôn dễ chịu và thoải mái dù...",Biti's,365000.0,41
16862053G40,giày boot nam biggben da bò thật cao cấp bt1,GT01,"Giày Tây Nam với chất liệu da bò bền đẹp kết hợp đế cao su êm nhẹ chống trơn trượt giúp bạn Nam luôn thoải mái, tự tin khi đi chơi, dạo phố, đi làm nơi công sở hay đi dự tiệc.Giày Boot nam được xử lý...",BIGGBEN,1349000.0,40
168704944G41,đồ chơi lego creator siêu rô bốt 31124 (159 chi tiết),GT02,Đồ Chơi LEGO Creator Siêu Robot 31124 (159 chi tiết)Du hành tới tương lai để có những cuộc phiêu lưu kỳ thú với Siêu Robot! Nó có thể bảo vệ các thành phố bằng sức mạnh đáng kinh ngạc của mình hoặc b...,LEGO,599000.0,41
170638452G39,"sách - boot small robot, big adventure : book 1 by shane hegarty (uk edition, paperback)",GT01,    Ships from and sold by EXPERAL VN  Publisher: Hachette Children's Group  Origin: United Kingdom (Imported)   ISBN 13: 9781444949360  Condition: Brandnew   Binding: paperback  Pages: 240 ...,,322000.0,39
170693358G39,"sách - montaigne in barn boots : an amateur ambles through philosophy by michael perry (us edition, paperback)",GT01,    Ships from and sold by EXPERAL VN  Publisher: HarperCollins Publishers Inc  Origin: United States (Imported)   ISBN 13: 9780062230577  Condition: Brandnew   Binding: paperback  Pages: 240...,,611000.0,39
171201432G40,giày sandal nữ dây giavy sk109,GSD02,"       GIÀY QUAI HẬU NỮ   Thương hiệu độc quyền : GIAVY.   Xuất xứ: Việt Nam.   Mã sản phẩm: SK109   Kiểu dáng: sandal 1 dây ngang thắt bím, đế bệt .   Chất liệu quai dù mềm êm chân, đườn...",GIAVY,195000.0,40
171202909G40,giày sandal nữ giavy quai da phối dù sn033,GSD02,"  GIÀY QUAI HẬU NỮ   Thương hiệu độc quyền : GIAVY.   Xuất xứ: Việt Nam.   Mã sản phẩm: SN033   Kiểu dáng: sandal hậu dán, đế bệt .   Chất liệu quai da phối dù mềm êm chân, đường may tỉ mỉ....",GIAVY,200000.0,40
172565550G39,giày sandal nữ the bily 02w quai chéo đôi - màu đen bl02wd,GSD02,"Giày Sandal The Bily  sản xuất theo công nghệ cao và hàng đầu tại Việt Nam, được thiết kế dành cho các bạn yêu thích sự tối giản, trẻ trung và tiện lợi. Giày Sandal Nữ The Bily 02W Quai Chéo Đôi với...",THE BILY,349000.0,39
172568380G39,giày sandal nữ the bily 01w quai chéo dây rút - màu đen bl01wd,GSD02,"Giày Sandal The Bily  sản xuất theo công nghệ cao và hàng đầu tại Việt Nam, được thiết kế dành cho các bạn yêu thích sự tối giản, trẻ trung và tiện lợi. Giày Sandal Nữ The Bily 01W Quai Chéo với thi...",THE BILY,359000.0,39
1742025G39,rô bốt rồn - rột,GT01,"Rô Bốt Rồn - RộtMẹ tớ và ba tớ bận ghê.Thế nên tối qua ba mẹ bảo,""Ba mẹ quyết định mua đám rô bốt tuyệt hảo này để ru con ngủ ngay"".Tớ nghĩ ba mẹ giỡn chơiNhưng trời ơi ba khởi động liền ngay tụi...",,38800.0,39
176757178G40,"quần tất giả boot cho bé gái phong cách hàn quốc năng động, thời trang size từ 3 đến 10 tuổi",GT01,"  Quần tất giả boot cho bé gái phong cách Hàn Quốc năng động, thời trang   Quần Tất DÀNH CHO NHỮNG CÔ BÉ THÍCH MẶC VÁY MÙA ĐÔNG️   - Dễ dàng kết hợp cùng nhiều trang phục khá...",OEM,120000.0,40
177005939G39,sách bốt điện thoại bên rìa thế giới - khi tình yêu chữa lành tổn thương trong tâm hồn. tặng bút/ sổ tay mhb,GT01,Bốt điện thoại bên rìa thế giới - khi tình yêu chữa lành tổn thương trong tâm hồnTình cờ hôm qua xem lại điện thoại liền thấy ảnh chụp cuốn này từ mấy hôm trước đợt Hà Nội trời nóng lên như hè tháng 6...,,121900.0,39
177260009G40,"ultra đôi giày vải phù hợp chơi thê thao , mẫu giày thiết kế đẹp mắt  nhất năm 2022_2023",,"  ️Giày đã khâu toàn bộ đế cực kỳ chắc chắn   ️ Đinh dăm bám sân tránh trơn trượt ngay cả khi trời mưa   ️ Lót giầy êm ái giúp cố định chân tốt   ️Đường kim mũi chỉ sắc nét   ️ Tiếp xúc bóng tốt,...",Wika,140000.0,40
177260090G39,giày vải thể thao chính hãng wika,,"  - Đinh dăm bám sân tránh trơn trượt ngay cả khi trời mưa   - Lót giầy êm ái giúp cố định chân tốt   - Chất liệu vải công nhiệp   - Đường kim mũi chỉ sắc nét   - Tiếp xúc bóng tốt, đã được khâu ...",Wika,149000.0,39
177260716G41,giày bóng đá thể thao 3 sọc đen,,"  - Chất liệu da công nhiệp   - Đường kim mũi chỉ sắc nét   - Tiếp xúc bóng tốt, đã được khâu đế   - Form ôm chân, độ bền cao, đế mềm - dẻo - đinh dăm bám sân giúp bé thoải mái vận động.   - Bảo ...",Wika,140000.0,41
177262670G40,giày bóng đá thể thao 3 sọc trắng,,"  - Đinh dăm bám sân tránh trơn trượt ngay cả khi trời mưa   - Lót giầy êm ái giúp cố định chân tốt   - Chất liệu da công nhiệp   - Đường kim mũi chỉ sắc nét   - Tiếp xúc bóng tốt, đã được khâu đ...",Wika,145000.0,40
177617351G39,bốt điện thoại bên rìa thế giới,GT02,"Bốt Điện Thoại Bên Rìa Thế GiớiBốt Điện Thoại Bên Rìa Thế Giới - Sách bán chạy toàn cầu, đã xuất bản tại 21 quốc gia  Lấy cảm hứng từ một bốt điện thoại có thật tại tỉnh Iwate, nằm phía đông bắc Nhật...",,116000.0,39
177750603G41,giày sandal nữ da bò thật biggben cao cấp sdn73,GSD02,"Chất Liệu :Da bò thật 100%Kích Thước :từ 35 đến 39Đế Cao : 2,5 cmSản phẩm được bảo hành 1 năm HƯỚNG DẪN BẢO QUẢNBảo quản nơi thoáng mátTránh tiếp xúc hóa chất mạnhGiày bị ướt phơi khô nơi ...",BIGGBEN,339000.0,41
177772556G39,"giày sandal nữ biggben cao 4,5cm sdn75",GSD02,"Chất Liệu :Da tổng hợpKích Thước :từ 35 đến 40Đế Cao : 4,5 cmSản phẩm được bảo hành 1 năm HƯỚNG DẪN BẢO QUẢNBảo quản nơi thoáng mátTránh tiếp xúc hóa chất mạnhGiày bị ướt phơi khô nơi ...",BIGGBEN,349000.0,39
177772693G39,"giày sandal nữ biggben cao 4,5cm sdn76",GSD02,"Chất Liệu :Da tổng hợpKích Thước :từ 35 đến 40Đế Cao : 4,5 cmSản phẩm được bảo hành 1 năm HƯỚNG DẪN BẢO QUẢNBảo quản nơi thoáng mátTránh tiếp xúc hóa chất mạnhGiày bị ướt phơi khô nơi ...",BIGGBEN,349000.0,39
178779577G41,giày thể thao trẻ trung phong cách ph5485,GTT02,"Thời trang: giày sneaker là xu hướng thời trang mới nhất hiện nay. Mang lại sự trẻ trung, năng động.Phong Cách: Chất liệu da bò phối vải jeans, thu hút mọi ánh nhìn với vẻ trẻ trung, phong cách, màu ...",VO Luxury Fashion,290000.0,41
179216565G40,"giày thể thao nam - dây dày vặn tiện lợi, nhanh chóng tháo ra và đi vào một cách dễ dàng, dễ sử dụng",GTT01,"1. Thông tin sản phẩm:️Thương hiệu: PGM️Giày Golf nam: XZ095️Màu sắc: Trắng xanh, Đen trắng️Giới tính: Nam️Trọng lượng khoảng: 500g️Size: 39,40,41,42,432. Chất liệu sản phẩm:- Chất liệu da sợi...",PGM,2480000.0,40
18011202G39,puss in boots (fairy tale classics),GT02,"When the miller’s youngest son is given a cat, he is disappointed with his gift.But luckily for both of them, Puss knows a thing or two about how to make a huge fortune.Part of the beloved Fairytale...",,762000.0,39
181247134G40,giày bốt nữ da bóng trắng đen ôm chân đẹp gót 7 phân cổ cao mũi nhọn không có khóa,GT02,"Kính chào Quý khách!!!Cảm ơn quý khách đã ghé thăm Shop.------------------------------------------------------------------ CAM KẾT CHẤT LƯỢNG 100%️ TƯ VẤN NHIỆT TÌNH, VUI VẺ️ ĐỔI TRẢ TRONG VÒNG 7 ...",P Pinkaha,335000.0,40
182849278G39,bốt điện thoại bên rìa thế giới,GT01, Mã hàng    8935095632121   Tên Nhà Cung Cấp    Huy Hoàng   Tác giả    Laura Imai Messina   Dịch giả    Phi Yến   NXB    NXB Phụ Nữ Việt Nam   Năm XB    2022   Trọng lượng (gr)    350  ...,,123250.0,39
183784752G41,đôi giày thể dục thể thao phù hợp nhiều lứa tuổi mẫu giày đá banh wika chất lượng cao,,  ️Giày đã khâu toàn bộ đế cực kỳ chắc chắn   ️ Đinh dăm bám sân tránh trơn trượt ngay cả khi trời mưa   ️ Lót giầy êm ái giúp cố định chân tốt   ️ Chất liệu da công nhiệp   ️Đường kim mũi chỉ sắ...,Wika,145000.0,41
184758720G39,giày boots đi mưa,GT02,"Tính năng:Giày Booth Che Mưa được làm từ nhựa PVC chống nước bền bỉ, sản phẩm phù hợp với giày đế bằng, giúp che mưa, chống nước tạt, bùn, vết bẩn, bảo vệ an toàn cho đôi giày của bạn khi chạy xe. ...",Rando,81000.0,39
184888684G39,"giày boots che mưa chống nước bền bỉ, rando chính hãng, bọc bảo vệ giày dành cho nam nữ",GT01,"       - Áo Mưa Rando Chính Hãng, Ủng Đi Mưa, Bọc Giày Đi Mưa, Bao Trùm Giày Nhựa Đi Mưa Chống Trượt (Giày Boot Đi Mưa), Giày Booth Che Mưa được làm từ nhựa PVC chống nước bền bỉ, sản phẩm phù hợp...",Rando,105000.0,39
187237640G41,giày sandal quai kẹp đế bằng lithes ls079,GSD02,"MÔ TẢ SẢN PHẨMBộ sưu tập Giày dép sẽ là sản phẩm hoàn hảo cho phái đẹp thêm duyên dáng và thanh lịch. Mẫu mã đa dạng được thiết kế sang trọng, thanh lịch, màu sắc tươi trẻ cùng chất liệu cao cấp, thâ...",LITHES,419000.0,41
187375766G41,giày sandal nữ da bò thật biggben cao cấp sdn79,GSD02,Chất Liệu :Da Bò Thật 100 %Kích Thước :từ 35 đến 40Đế Cao : 2 cmSản phẩm được bảo hành 1 năm HƯỚNG DẪN BẢO QUẢNBảo quản nơi thoáng mátTránh tiếp xúc hóa chất mạnhGiày bị ướt phơi khô nơi b...,BIGGBEN,309000.0,41
189179216G40,giày sandal nữ the bily 01w quai chéo dây rút - màu xám bl01wx,GSD02,"Giày Sandal The Bily  sản xuất theo công nghệ cao và hàng đầu tại Việt Nam, được thiết kế dành cho các bạn yêu thích sự tối giản, trẻ trung và tiện lợi. Giày Sandal Nữ The Bily 01W Quai Chéo với thi...",THE BILY,359000.0,40
189179654G39,giày sandal nữ the bily 02w quai chéo đôi - màu xám bl02wx,GSD02,"Giày Sandal The Bily  sản xuất theo công nghệ cao và hàng đầu tại Việt Nam, được thiết kế dành cho các bạn yêu thích sự tối giản, trẻ trung và tiện lợi. Giày Sandal Nữ The Bily 02W Quai Chéo Đôi với...",THE BILY,349000.0,39
189267954G41,giày sandal nữ the bily 03w quai ngang - màu xám bl03wx,GSD02,"Giày Sandal The Bily  sản xuất theo công nghệ cao và hàng đầu tại Việt Nam, được thiết kế dành cho các bạn yêu thích sự tối giản, trẻ trung và tiện lợi. Giày Sandal Nữ The Bily 03W Quai Ngang với th...",THE BILY,329000.0,41
189289457G41,giày sandal nữ the bily 03w quai ngang - màu đen bl03wd,GSD02,"Giày Sandal The Bily  sản xuất theo công nghệ cao và hàng đầu tại Việt Nam, được thiết kế dành cho các bạn yêu thích sự tối giản, trẻ trung và tiện lợi. Giày Sandal Nữ The Bily 03W Quai Ngang với th...",THE BILY,329000.0,41
189313332G41,giày sandal nữ the bily 04w 3 quai ngang - màu đen bl04wd,GSD02,"Giày Sandal The Bily  sản xuất theo công nghệ cao và hàng đầu tại Việt Nam, được thiết kế dành cho các bạn yêu thích sự tối giản, trẻ trung và tiện lợi. Giày Sandal Nữ The Bily 04W 3 Quai Ngang với ...",THE BILY,339000.0,41
189318903G41,giày sandal nữ the bily 04w 3 quai ngang - màu xám bl04wx,GSD02,"Giày Sandal The Bily  sản xuất theo công nghệ cao và hàng đầu tại Việt Nam, được thiết kế dành cho các bạn yêu thích sự tối giản, trẻ trung và tiện lợi. Giày Sandal Nữ The Bily 04W 3 Quai Ngang với ...",THE BILY,339000.0,41
190706782G41,giày sandal học sinh vento oscar dạo phố đi chơi đi học nb139,GSD02,"Đường may tinh tế, tỉ mỉQuai băng dính linh động, dễ dàng điều chỉnh vừa khít với chân, tạo sự thoải mái nhất có thểĐược sản xuất trên thiết bị và kỹ thuật công nghệ cao của Nhật. Chất liệu sản phẩm...",Vento,295000.0,41
191808552G39,khủng hoảng rô bốt,GT02," Mã hàng    8935280911369   Tên Nhà Cung Cấp    Thái Hà   Tác giả    Yuki IMADA,Kazuto SANJO   Người Dịch    Nguyễn Kim Ngọc (nhóm SakuraKids)   NXB    NXB Hà Nội   Năm XB    2022   Ngôn ...",,116100.0,39
192196517G41,giày sandal nữ da bò thật biggben cao cấp sdn81,GSD02,Chất Liệu :Da bò thật 100%Kích Thước :từ 35 đến 40Đế Cao :3 cmSản phẩm được bảo hành 1 năm HƯỚNG DẪN BẢO QUẢNBảo quản nơi thoáng mátTránh tiếp xúc hóa chất mạnhGiày bị ướt phơi khô nơi bón...,BIGGBEN,339000.0,41
